age,gender,region,customer_type,plan_type,plan_tier,monthly_fee_€,contract_length_months,auto_renewal,subscription_status,avg_monthly_data_gb,avg_monthly_voice_minutes,sms_per_month,roaming_last_3m,loyalty_member,app_logins_per_month,dropped_calls_last_month,avg_download_speed_mbps,coverage_complaints_6m,csat_score,payment_method,on_time_payments,late_payments_6m,outstanding_balance_€,discount_last_renewal,downgraded_last_6m,last_offer_accepted,campaign_ctr,support_tickets_6m,avg_resolution_time_hrs,email_open_rate,nps_score,tenure_days
42,Male,Other,Family,Prepay,Freedom,49,24,No,Active,64.4,2559,208,No,Yes,8,2,121.0,2,4,Debit Card,Yes,0,141.96,Yes,No,No,0.1,3,56.3,0.49,59,720
19,Male,Dublin,Individual,Prepay,Freedom,56,12,Yes,Active,79.1,849,317,Yes,Yes,18,14,12.2,0,3,Credit Card,Yes,2,314.56,No,No,Yes,0.29,1,34.1,0.63,14,360
27,Male,Dublin,Individual,Prepay,Essentials,88,12,Yes,Active,79.5,1810,343,Yes,Yes,25,4,230.9,2,2,Credit Card,Yes,2,292.1,No,Yes,Yes,0.41,0,66.0,0.04,-91,360
47,Female,Dublin,Individual,Postpay,Unlimited,84,1,No,Active,54.3,1094,151,Yes,Yes,9,7,251.3,2,2,Credit Card,Yes,0,316.91,Yes,No,Yes,0.6,1,57.1,0.9,40,30
67,Male,Cork,Business,SIM-only,Essentials,95,1,Yes,Active,86.5,1336,386,No,No,21,13,60.6,1,2,Credit Card,Yes,4,358.64,No,No,No,0.18,4,23.0,0.96,10,30
62,Female,Dublin,Business,Prepay,Unlimited,33,12,Yes,Active,42.2,2126,364,No,Yes,14,3,61.2,1,2,Direct Debit,Yes,0,9.52,No,No,Yes,0.42,1,68.3,0.42,-88,360
22,Other,Cork,Individual,Postpay,Freedom,74,12,Yes,Active,89.4,168,198,Yes,No,0,6,13.6,3,2,Debit Card,Yes,5,52.54,Yes,No,No,0.59,2,69.2,0.41,-65,360
50,Male,Cork,Individual,Postpay,Essentials,27,0,No,Active,27.8,2857,88,No,No,28,6,291.1,2,4,Direct Debit,Yes,0,179.74,No,Yes,No,0.27,2,30.5,0.88,-15,99
18,Female,Galway,Individual,Prepay,Essentials,53,24,Yes,Active,31.6,2227,247,No,Yes,10,17,242.3,2,5,Credit Card,Yes,2,77.43,Yes,No,No,0.29,3,47.3,0.43,27,720
35,Male,Other,Business,Prepay,Unlimited,85,24,No,Active,10.0,1651,322,No,Yes,13,13,108.9,3,4,Debit Card,Yes,2,37.66,No,Yes,Yes,0.54,2,58.8,0.86,100,720
49,Female,Cork,Business,Postpay,Essentials,66,1,No,Active,80.6,2307,78,No,No,9,7,145.1,4,5,Direct Debit,No,2,320.48,No,No,Yes,0.47,4,59.0,0.03,21,30
64,Male,Dublin,Individual,SIM-only,Essentials,37,24,Yes,Active,44.6,1509,476,No,Yes,18,11,88.3,3,4,Credit Card,Yes,5,407.67,Yes,No,No,0.22,0,2.0,0.49,46,720
66,Female,Dublin,Family,Prepay,Freedom,80,12,No,Cancelled,26.8,1795,433,No,No,23,9,179.6,1,2,Credit Card,Yes,3,376.31,No,No,No,0.33,0,45.7,0.95,17,360
28,Female,Dublin,Family,Postpay,Freedom,32,1,Yes,Active,27.0,2344,284,No,Yes,20,13,215.5,1,1,Debit Card,Yes,5,408.52,No,No,No,0.13,3,70.1,0.25,34,30
38,Female,Dublin,Individual,Prepay,Freedom,94,1,Yes,Active,90.6,619,329,No,Yes,15,8,134.8,2,5,Debit Card,Yes,3,332.93,Yes,No,Yes,0.41,3,17.4,0.27,-86,30
43,Female,Dublin,Individual,Postpay,Essentials,43,12,No,Active,84.2,2902,31,No,Yes,7,5,262.2,1,1,Direct Debit,Yes,5,367.67,No,No,Yes,0.09,2,57.5,0.63,-20,360
42,Female,Dublin,Individual,Postpay,Essentials,20,12,No,Cancelled,57.6,2407,86,Yes,Yes,1,4,155.6,3,2,Credit Card,Yes,1,135.89,Yes,No,No,0.11,4,38.9,0.93,-55,360
39,Female,Other,Individual,Postpay,Essentials,95,1,Yes,Active,63.5,2164,38,No,No,22,0,44.1,2,5,Credit Card,Yes,3,496.5,No,No,No,0.33,2,16.7,0.2,-53,30
44,Female,Cork,Individual,Postpay,Essentials,44,12,Yes,Active,50.1,356,392,Yes,Yes,24,0,187.1,3,1,Credit Card,Yes,4,91.58,No,No,No,0.17,4,4.6,0.92,-35,360
66,Female,Dublin,Individual,Postpay,Freedom,51,12,Yes,Active,42.2,2486,100,No,No,6,19,139.2,3,4,Credit Card,Yes,4,107.25,No,No,No,0.04,4,55.0,0.66,-97,360
30,Male,Cork,Business,Postpay,Freedom,37,12,Yes,Cancelled,92.0,1677,243,Yes,No,18,16,280.8,2,2,Debit Card,Yes,2,144.46,No,No,No,0.54,0,23.5,0.99,-98,360
50,Female,Dublin,Individual,Prepay,Essentials,91,0,Yes,Active,16.9,1211,231,No,No,6,10,118.2,4,4,Credit Card,Yes,5,487.67,No,No,No,0.19,4,27.7,0.74,-98,202
51,Female,Cork,Individual,Postpay,Freedom,87,24,Yes,Cancelled,44.8,1304,397,No,Yes,14,11,121.5,1,4,Direct Debit,Yes,0,494.14,No,No,No,0.2,1,35.5,0.67,-32,720
58,Female,Galway,Individual,Prepay,Freedom,91,1,Yes,Active,37.7,1534,67,No,No,7,2,195.6,0,2,Direct Debit,Yes,2,397.45,No,No,No,0.23,4,37.0,0.81,-8,30
52,Male,Cork,Individual,Postpay,Unlimited,33,1,Yes,Active,52.3,1489,191,No,Yes,13,5,158.6,0,5,Credit Card,Yes,0,314.53,No,No,No,0.09,0,15.6,0.18,-73,30
18,Female,Cork,Individual,Postpay,Unlimited,17,1,Yes,Active,48.5,1963,403,No,Yes,0,10,113.0,0,3,Credit Card,No,5,260.03,No,No,No,0.15,2,48.6,0.95,-78,30
38,Male,Other,Individual,Postpay,Unlimited,62,1,No,Active,54.3,1361,27,No,No,28,12,296.9,1,3,Debit Card,Yes,2,485.31,Yes,No,No,0.36,4,50.2,0.17,-71,30
65,Female,Other,Individual,Postpay,Essentials,81,24,No,Cancelled,18.3,2569,269,No,Yes,12,10,91.4,4,2,Debit Card,Yes,2,347.81,No,No,No,0.33,1,11.1,0.03,-39,720
23,Male,Galway,Individual,SIM-only,Essentials,13,1,Yes,Active,53.7,198,427,Yes,No,2,7,84.0,3,3,Credit Card,Yes,4,472.37,No,No,Yes,0.2,3,38.8,0.7,-14,30
45,Female,Cork,Individual,Prepay,Freedom,100,12,Yes,Active,28.0,1787,225,No,Yes,20,9,259.5,2,1,Credit Card,Yes,0,158.28,No,Yes,No,0.21,2,44.3,0.18,-50,360
34,Other,Galway,Individual,Postpay,Essentials,14,0,Yes,Active,22.5,1073,76,No,No,27,1,2.0,4,5,Debit Card,Yes,1,166.89,No,No,No,0.07,3,14.2,0.76,-60,254
22,Male,Dublin,Family,Prepay,Freedom,58,1,Yes,Active,11.2,1165,222,No,Yes,5,13,61.2,0,4,Debit Card,Yes,1,427.36,Yes,No,No,0.23,1,64.5,0.8,-37,30
48,Other,Dublin,Individual,Prepay,Freedom,39,24,Yes,Active,77.5,1806,480,No,No,18,15,177.5,1,4,Credit Card,Yes,2,74.93,No,No,Yes,0.1,0,35.3,0.24,-58,720
22,Male,Dublin,Individual,Prepay,Unlimited,81,12,No,Active,45.6,1537,371,No,No,14,16,49.6,1,2,Debit Card,Yes,5,472.96,Yes,No,No,0.57,0,9.2,0.09,-10,360
55,Female,Cork,Family,SIM-only,Unlimited,72,1,Yes,Active,64.5,2717,166,Yes,Yes,3,10,295.8,2,4,Direct Debit,Yes,2,253.74,No,No,Yes,0.09,2,24.7,0.5,-43,30
20,Female,Cork,Individual,Postpay,Freedom,56,12,Yes,Active,74.1,30,283,No,Yes,20,1,139.8,3,1,Credit Card,No,4,463.21,No,Yes,No,0.09,4,34.9,0.89,-42,360
40,Female,Dublin,Individual,SIM-only,Freedom,35,1,Yes,Active,69.5,2380,191,Yes,No,2,4,179.6,4,1,Debit Card,Yes,0,168.4,No,Yes,No,0.56,4,1.7,0.85,67,30
54,Female,Other,Family,SIM-only,Freedom,66,1,Yes,Active,49.7,659,88,Yes,Yes,3,15,49.0,4,2,Credit Card,Yes,2,357.98,No,No,Yes,0.31,3,3.3,0.12,73,30
54,Female,Other,Individual,Prepay,Essentials,46,12,Yes,Active,41.9,2224,31,No,Yes,4,15,87.5,4,4,Credit Card,Yes,5,241.44,No,No,Yes,0.19,0,4.9,0.96,-39,360
27,Male,Galway,Individual,Prepay,Freedom,16,12,No,Active,40.7,2417,136,No,Yes,17,1,184.8,3,3,Credit Card,Yes,1,313.4,No,Yes,No,0.29,4,39.2,0.26,76,360
27,Male,Cork,Family,Postpay,Essentials,49,1,Yes,Active,65.8,546,155,Yes,No,25,15,165.3,3,3,Credit Card,Yes,0,252.19,No,No,Yes,0.48,4,24.9,0.35,15,30
36,Female,Other,Family,Postpay,Freedom,48,24,Yes,Active,52.0,2582,249,No,No,24,4,235.5,3,5,Direct Debit,Yes,2,483.56,Yes,No,No,0.22,0,64.4,0.15,10,720
34,Female,Dublin,Business,Postpay,Freedom,71,12,Yes,Active,85.7,1129,94,No,No,9,7,81.5,2,2,Debit Card,No,0,346.05,No,No,No,0.47,0,40.7,0.38,-78,360
38,Female,Galway,Individual,Prepay,Freedom,87,1,No,Active,88.1,2144,16,No,No,7,19,196.4,1,5,Credit Card,Yes,4,125.66,No,Yes,Yes,0.37,1,55.0,0.64,71,30
31,Female,Dublin,Individual,Postpay,Freedom,62,12,Yes,Cancelled,21.2,2277,116,No,No,11,13,88.0,0,3,Credit Card,Yes,1,454.84,No,No,No,0.41,3,49.8,0.51,71,360
26,Male,Galway,Individual,Postpay,Freedom,13,12,Yes,Active,17.9,2274,470,No,Yes,21,9,176.4,3,3,Debit Card,No,5,147.01,No,No,Yes,0.12,0,37.9,0.83,-82,360
63,Female,Dublin,Individual,Prepay,Unlimited,91,12,No,Cancelled,64.9,370,332,Yes,Yes,25,1,181.9,1,3,Credit Card,Yes,0,185.8,No,No,No,0.34,1,53.9,0.64,71,360
18,Male,Other,Individual,Postpay,Essentials,34,1,Yes,Active,33.6,1123,310,No,Yes,26,2,37.4,3,5,Credit Card,Yes,1,51.06,Yes,No,No,0.13,0,39.7,0.26,-90,30
68,Female,Other,Individual,Postpay,Freedom,16,12,Yes,Cancelled,6.8,1468,9,Yes,No,2,17,165.0,0,2,Debit Card,Yes,2,449.98,Yes,No,No,0.56,2,28.4,0.56,-41,360
62,Male,Dublin,Business,Postpay,Freedom,37,0,Yes,Active,89.4,1491,79,No,No,26,1,4.6,3,1,Direct Debit,Yes,5,143.06,No,No,No,0.38,2,31.9,0.06,65,182
30,Male,Cork,Individual,Prepay,Freedom,78,24,Yes,Active,26.6,2102,133,No,Yes,17,8,150.9,1,1,Credit Card,Yes,5,129.46,Yes,No,No,0.17,2,60.5,0.58,-98,720
21,Male,Other,Individual,Postpay,Unlimited,76,12,Yes,Active,93.3,2471,431,No,No,22,1,209.6,2,3,Debit Card,Yes,3,460.13,Yes,No,Yes,0.1,0,41.0,0.39,43,360
18,Male,Cork,Individual,Prepay,Essentials,29,0,Yes,Active,73.2,2362,202,Yes,Yes,7,6,22.8,0,2,Credit Card,No,0,402.76,No,No,No,0.38,4,27.8,0.1,-92,69
66,Female,Other,Individual,Prepay,Freedom,92,12,Yes,Cancelled,77.5,1151,115,Yes,No,25,6,281.7,1,2,Debit Card,Yes,1,70.54,No,No,No,0.08,4,13.8,0.31,-60,360
57,Male,Cork,Individual,Postpay,Freedom,20,24,Yes,Active,24.1,2079,450,No,Yes,0,13,138.2,4,4,Debit Card,Yes,0,384.66,No,Yes,No,0.22,2,36.2,0.9,-63,720
49,Male,Dublin,Individual,Postpay,Unlimited,76,24,Yes,Active,27.2,92,219,No,Yes,13,4,281.6,4,4,Direct Debit,Yes,2,456.52,Yes,Yes,Yes,0.32,3,18.9,0.59,-32,720
51,Male,Dublin,Individual,Prepay,Essentials,96,1,Yes,Cancelled,54.5,2566,252,No,No,21,7,33.1,4,5,Debit Card,Yes,2,39.26,No,No,No,0.37,1,68.8,0.9,92,30
45,Male,Dublin,Individual,Postpay,Freedom,16,0,Yes,Active,21.3,1281,168,No,No,22,17,285.0,2,4,Credit Card,Yes,5,412.61,No,No,Yes,0.43,2,35.9,0.41,-66,175
48,Male,Galway,Family,Postpay,Freedom,32,12,No,Active,34.0,2900,334,No,Yes,12,5,33.6,3,5,Credit Card,Yes,5,273.71,Yes,Yes,No,0.35,1,1.6,0.98,26,360
25,Male,Dublin,Family,Postpay,Essentials,70,0,Yes,Active,35.5,1925,315,Yes,Yes,24,13,139.0,3,1,Credit Card,Yes,1,334.6,No,No,No,0.51,1,7.6,0.36,62,127
56,Female,Cork,Individual,Postpay,Freedom,80,24,Yes,Cancelled,20.2,1243,204,Yes,No,11,17,281.5,3,3,Debit Card,Yes,4,246.43,No,No,No,0.43,2,21.2,0.76,-53,720
43,Female,Cork,Individual,Postpay,Freedom,43,0,Yes,Active,24.5,2799,297,No,No,2,16,70.6,2,2,Direct Debit,No,0,348.9,No,Yes,Yes,0.25,4,7.5,0.31,6,277
51,Female,Cork,Family,Postpay,Freedom,28,1,Yes,Active,79.9,1571,371,No,No,17,8,11.4,4,1,Debit Card,No,0,17.05,Yes,No,No,0.48,3,64.5,0.11,-93,30
20,Male,Other,Family,Prepay,Unlimited,67,1,Yes,Active,20.9,415,247,Yes,Yes,20,12,238.1,3,1,Debit Card,Yes,2,381.35,No,Yes,Yes,0.12,2,61.7,0.83,-74,30
67,Male,Other,Individual,Prepay,Freedom,18,1,Yes,Active,7.7,2604,364,Yes,No,12,15,179.2,2,5,Credit Card,Yes,0,16.67,Yes,Yes,No,0.22,1,69.9,0.76,-92,30
29,Female,Cork,Family,Postpay,Freedom,57,12,Yes,Active,64.8,2413,464,No,No,14,9,154.7,2,3,Credit Card,Yes,1,227.65,Yes,No,Yes,0.23,0,51.2,0.82,57,360
18,Female,Other,Individual,Postpay,Freedom,91,1,Yes,Cancelled,97.7,1544,70,Yes,No,9,9,11.3,1,5,Credit Card,Yes,3,75.48,No,Yes,No,0.46,0,46.8,0.3,-87,30
61,Male,Galway,Family,Postpay,Essentials,50,0,No,Cancelled,36.5,2646,155,No,No,0,3,196.3,3,1,Credit Card,No,5,411.79,No,No,No,0.08,1,66.6,0.7,50,41
22,Male,Cork,Business,Prepay,Essentials,57,1,Yes,Active,16.3,2378,101,No,Yes,28,11,52.3,4,2,Credit Card,Yes,2,156.83,No,No,No,0.33,2,68.2,0.22,-72,30
47,Male,Other,Individual,Prepay,Freedom,54,12,Yes,Active,59.2,688,12,Yes,Yes,5,7,279.4,0,4,Debit Card,Yes,5,227.05,No,No,Yes,0.03,4,63.3,0.01,-75,360
47,Male,Dublin,Family,Postpay,Freedom,34,0,Yes,Active,91.1,1665,464,Yes,No,8,14,206.0,2,5,Credit Card,Yes,5,214.38,Yes,No,No,0.25,2,62.2,0.87,42,53
34,Male,Dublin,Individual,Prepay,Essentials,87,12,Yes,Active,79.5,2058,270,No,Yes,9,18,212.4,1,1,Debit Card,Yes,5,386.25,No,No,No,0.07,3,48.7,0.52,14,360
65,Female,Other,Business,Postpay,Freedom,34,12,Yes,Active,64.1,2865,291,No,No,14,14,70.5,0,4,Debit Card,Yes,3,240.57,Yes,Yes,No,0.49,0,1.1,0.98,-28,360
64,Female,Cork,Individual,Prepay,Freedom,28,12,Yes,Cancelled,34.9,1530,219,No,Yes,8,7,264.3,2,4,Credit Card,Yes,0,394.48,No,No,Yes,0.29,1,31.5,0.39,-20,360
40,Female,Other,Family,Postpay,Essentials,48,24,Yes,Active,56.5,418,14,No,Yes,22,7,161.8,1,1,Debit Card,No,4,36.75,No,No,No,0.46,4,46.1,0.96,100,720
32,Female,Other,Individual,SIM-only,Freedom,88,24,No,Active,13.7,1145,237,No,Yes,13,18,257.3,3,3,Credit Card,Yes,5,95.8,No,No,No,0.36,2,39.8,0.62,-34,720
54,Female,Dublin,Individual,Prepay,Essentials,89,24,No,Active,69.5,910,116,No,No,10,8,82.0,1,1,Credit Card,Yes,1,275.77,No,Yes,No,0.13,3,59.3,0.51,43,720
38,Female,Other,Individual,Postpay,Unlimited,36,1,Yes,Active,73.9,1354,330,No,Yes,6,16,226.9,2,2,Credit Card,Yes,5,473.54,No,No,No,0.14,2,59.1,0.3,40,30
31,Female,Cork,Business,Prepay,Unlimited,83,0,Yes,Active,96.7,1566,55,Yes,No,23,7,172.8,3,4,Credit Card,Yes,5,37.38,No,No,No,0.34,3,43.5,0.83,-11,254
19,Male,Cork,Family,Postpay,Freedom,72,1,No,Active,29.7,2395,350,No,Yes,25,11,15.5,4,2,Debit Card,Yes,0,21.54,No,No,No,0.26,2,2.6,0.83,-5,30
28,Male,Galway,Family,Postpay,Essentials,77,24,Yes,Cancelled,6.8,411,131,No,No,29,14,122.2,1,5,Direct Debit,Yes,1,78.28,No,No,Yes,0.19,4,27.2,0.42,51,720
68,Male,Other,Business,Postpay,Freedom,28,24,Yes,Cancelled,56.8,1247,482,No,Yes,1,3,56.0,0,4,Credit Card,No,0,320.58,No,No,No,0.58,4,17.2,0.73,17,720
56,Female,Dublin,Individual,Postpay,Unlimited,37,24,Yes,Active,72.1,152,225,No,Yes,13,5,108.4,3,3,Credit Card,Yes,5,199.5,No,No,No,0.23,1,25.1,0.45,-39,720
55,Female,Cork,Individual,Postpay,Freedom,94,0,Yes,Cancelled,80.1,1235,307,No,No,5,15,115.6,3,1,Credit Card,Yes,0,412.78,No,No,Yes,0.06,4,44.8,0.74,84,274
51,Male,Galway,Individual,Prepay,Essentials,87,24,Yes,Active,23.4,91,474,No,Yes,4,4,143.0,4,5,Debit Card,Yes,0,35.97,Yes,No,No,0.51,3,5.7,0.99,-65,720
55,Female,Galway,Individual,Prepay,Freedom,42,1,Yes,Active,29.9,330,393,Yes,Yes,4,12,180.5,1,2,Credit Card,Yes,2,98.21,Yes,Yes,No,0.39,1,2.6,0.26,87,30
67,Male,Galway,Individual,Postpay,Unlimited,19,0,Yes,Active,53.7,1664,221,Yes,No,28,14,171.7,0,5,Debit Card,Yes,3,150.01,No,No,Yes,0.39,4,32.0,0.63,23,200
51,Female,Dublin,Individual,Postpay,Freedom,92,1,Yes,Active,36.4,954,172,No,Yes,18,16,12.7,4,3,Debit Card,Yes,4,313.37,No,No,Yes,0.29,0,57.3,0.38,100,30
35,Male,Dublin,Individual,Postpay,Freedom,39,0,No,Cancelled,86.7,2601,339,Yes,Yes,18,19,225.5,1,1,Credit Card,Yes,3,342.59,No,No,No,0.1,3,3.2,0.55,-79,61
47,Male,Dublin,Individual,Postpay,Freedom,31,12,Yes,Active,50.0,2977,284,No,Yes,5,4,284.8,0,5,Direct Debit,Yes,3,62.1,No,No,Yes,0.63,1,61.3,0.87,4,360
32,Female,Other,Individual,Postpay,Freedom,12,1,Yes,Active,81.0,1251,308,No,Yes,27,18,105.3,0,2,Credit Card,Yes,1,471.9,Yes,No,Yes,0.11,3,28.3,0.35,13,30
44,Male,Dublin,Individual,Postpay,Essentials,91,1,Yes,Active,60.2,193,156,No,Yes,25,6,54.7,2,5,Direct Debit,Yes,2,170.52,No,No,No,0.15,1,9.4,0.07,9,30
68,Male,Dublin,Business,Postpay,Freedom,84,12,No,Active,78.4,529,150,No,Yes,28,2,162.5,0,1,Credit Card,Yes,2,356.58,No,Yes,No,0.22,3,41.3,0.8,-98,360
51,Male,Other,Family,SIM-only,Essentials,57,24,No,Active,36.6,2892,184,No,No,9,12,211.8,1,5,Credit Card,Yes,0,262.1,No,No,No,0.13,0,68.6,0.56,63,720
69,Female,Dublin,Business,Postpay,Freedom,11,12,Yes,Active,84.0,1266,177,Yes,Yes,22,13,204.0,4,2,Debit Card,Yes,3,111.38,No,No,No,0.58,4,39.5,0.45,-4,360
55,Female,Other,Individual,Prepay,Essentials,85,1,Yes,Active,31.1,1473,20,Yes,No,13,15,184.0,4,1,Debit Card,Yes,4,423.11,Yes,No,No,0.29,2,49.8,0.18,-65,30
50,Male,Galway,Individual,Prepay,Freedom,63,24,No,Active,56.9,638,111,No,Yes,16,12,44.7,2,3,Direct Debit,Yes,1,409.12,Yes,No,No,0.07,2,59.0,0.09,-91,720
41,Female,Other,Family,Prepay,Essentials,15,24,Yes,Active,25.3,1610,170,Yes,Yes,29,1,251.2,1,3,Credit Card,Yes,2,198.04,No,No,No,0.1,2,57.8,0.28,-1,720
32,Female,Dublin,Individual,Prepay,Freedom,49,0,Yes,Active,50.2,1597,137,No,Yes,2,13,128.3,0,4,Direct Debit,No,0,294.3,No,No,Yes,0.11,1,6.2,0.72,-80,143
47,Male,Dublin,Individual,Prepay,Freedom,11,12,Yes,Active,35.2,2525,232,Yes,No,27,19,67.2,2,5,Credit Card,Yes,4,128.91,No,Yes,Yes,0.09,4,53.6,0.41,76,360
59,Male,Galway,Individual,Postpay,Essentials,82,1,Yes,Active,30.3,2527,331,No,No,0,6,26.8,3,2,Credit Card,Yes,3,344.93,No,Yes,No,0.1,1,68.4,0.57,3,30
68,Male,Other,Individual,Postpay,Essentials,11,0,Yes,Cancelled,96.9,2335,29,No,No,9,4,125.6,1,5,Credit Card,Yes,4,154.51,Yes,No,No,0.21,1,50.7,0.08,14,238
34,Male,Galway,Individual,Postpay,Essentials,83,12,Yes,Active,20.2,697,380,Yes,Yes,2,13,185.8,2,1,Debit Card,Yes,2,422.04,No,No,Yes,0.66,1,60.4,0.12,36,360
22,Female,Dublin,Individual,Postpay,Unlimited,64,24,Yes,Active,79.8,2045,306,No,No,4,8,199.9,4,4,Debit Card,Yes,1,108.69,No,Yes,Yes,0.19,1,35.5,0.01,11,720
46,Male,Galway,Individual,Prepay,Freedom,81,0,No,Active,98.5,1701,160,No,No,24,9,288.9,2,2,Credit Card,Yes,3,7.4,No,No,No,0.05,4,23.7,0.67,19,332
21,Female,Galway,Individual,Prepay,Freedom,69,24,No,Active,6.9,2742,401,No,Yes,18,6,46.8,3,5,Credit Card,No,1,134.25,No,Yes,Yes,0.64,2,49.0,0.26,-22,720
27,Female,Galway,Individual,Prepay,Essentials,15,24,No,Active,71.4,539,77,No,Yes,9,13,295.7,1,2,Credit Card,Yes,5,95.53,No,No,No,0.26,3,35.9,0.97,79,720
34,Male,Galway,Family,Postpay,Freedom,28,24,No,Active,29.0,329,277,No,Yes,29,13,196.7,2,1,Credit Card,Yes,4,254.14,No,No,Yes,0.44,1,64.6,0.31,-5,720
27,Female,Other,Individual,Prepay,Unlimited,36,1,Yes,Active,8.8,469,319,No,No,25,1,136.8,0,4,Credit Card,Yes,4,101.85,Yes,No,Yes,0.26,4,70.2,0.36,75,30
34,Male,Galway,Individual,Prepay,Unlimited,10,24,Yes,Active,43.3,2896,20,No,Yes,24,16,266.6,1,2,Debit Card,Yes,0,381.59,Yes,Yes,No,0.34,0,59.2,0.47,87,720
37,Other,Dublin,Family,Postpay,Freedom,42,1,Yes,Active,93.8,533,384,No,No,15,19,208.6,2,1,Debit Card,Yes,3,120.69,No,No,No,0.09,3,71.5,0.32,7,30
41,Female,Cork,Individual,Postpay,Essentials,49,12,No,Active,6.1,1962,496,Yes,Yes,0,3,105.3,2,3,Direct Debit,No,4,353.48,No,No,No,0.31,1,25.7,0.82,18,360
22,Female,Dublin,Individual,Prepay,Essentials,41,0,Yes,Active,60.8,466,362,No,Yes,5,12,265.3,1,2,Credit Card,No,2,289.24,No,No,No,0.28,1,64.6,0.88,77,64
51,Female,Cork,Individual,Postpay,Essentials,78,0,No,Active,52.6,2467,371,No,Yes,8,17,200.3,4,4,Credit Card,Yes,5,493.12,No,No,No,0.27,3,24.4,0.01,66,234
23,Male,Cork,Individual,Postpay,Essentials,26,12,Yes,Active,88.0,761,379,No,Yes,27,2,210.0,0,2,Credit Card,Yes,2,499.95,No,No,No,0.34,3,9.4,0.65,43,360
19,Female,Dublin,Individual,Postpay,Essentials,17,1,No,Active,13.0,1005,142,No,Yes,4,18,269.0,1,2,Debit Card,Yes,1,434.76,No,No,No,0.6,1,45.1,0.69,-73,30
30,Female,Dublin,Family,SIM-only,Essentials,66,1,Yes,Active,69.7,890,35,No,Yes,26,4,135.1,0,1,Credit Card,Yes,5,379.99,Yes,No,No,0.72,4,33.3,0.96,-95,30
60,Female,Dublin,Individual,Prepay,Freedom,51,0,Yes,Active,69.6,2355,302,No,No,13,0,197.4,0,5,Direct Debit,No,5,193.23,Yes,No,Yes,0.15,0,66.4,0.37,-40,295
60,Female,Other,Individual,Prepay,Unlimited,18,12,No,Active,68.6,1955,437,No,Yes,9,8,223.7,1,5,Debit Card,Yes,2,376.64,Yes,No,No,0.2,4,35.9,0.2,-95,360
65,Female,Other,Individual,Postpay,Freedom,96,0,Yes,Active,94.5,2971,213,No,Yes,1,7,136.7,2,2,Credit Card,Yes,4,478.34,No,No,No,0.23,2,66.9,0.52,21,94
28,Male,Dublin,Individual,Postpay,Unlimited,44,24,No,Active,83.2,2381,31,No,Yes,4,2,26.0,4,4,Credit Card,Yes,2,11.69,Yes,No,Yes,0.18,2,6.6,0.45,93,720
68,Male,Other,Individual,Postpay,Freedom,80,0,Yes,Active,9.0,953,185,No,Yes,0,1,231.7,0,4,Debit Card,Yes,3,268.96,No,No,Yes,0.26,2,60.0,0.79,4,127
64,Female,Cork,Individual,Postpay,Essentials,88,0,Yes,Active,49.8,1443,173,No,Yes,24,0,15.3,0,1,Debit Card,Yes,1,109.0,Yes,No,No,0.81,1,54.9,0.9,67,214
40,Male,Dublin,Individual,Postpay,Freedom,62,1,Yes,Active,42.8,1672,53,No,Yes,9,11,215.7,2,2,Credit Card,Yes,5,278.94,No,No,No,0.32,0,52.1,0.09,98,30
33,Female,Dublin,Individual,SIM-only,Essentials,63,1,Yes,Active,34.5,2836,160,No,Yes,28,12,273.4,1,2,Credit Card,Yes,3,233.22,No,No,Yes,0.22,0,26.2,0.85,-39,30
48,Female,Cork,Individual,SIM-only,Freedom,93,1,Yes,Active,47.9,831,249,Yes,Yes,25,9,104.7,4,5,Debit Card,Yes,4,287.88,No,Yes,Yes,0.36,1,56.6,0.91,-73,30
28,Male,Galway,Individual,Postpay,Freedom,34,1,Yes,Active,41.5,843,488,Yes,No,24,16,31.5,0,1,Debit Card,Yes,4,275.48,Yes,No,No,0.49,1,35.3,0.92,-21,30
33,Male,Galway,Family,Prepay,Unlimited,76,24,Yes,Active,46.1,2297,250,No,Yes,21,10,70.6,0,3,Credit Card,Yes,2,480.05,Yes,No,No,0.22,1,51.8,0.76,74,720
25,Female,Dublin,Individual,Postpay,Essentials,71,12,Yes,Active,98.0,1319,422,No,Yes,26,4,169.1,1,4,Credit Card,Yes,0,276.09,No,No,Yes,0.21,0,40.2,0.74,-92,360
21,Male,Dublin,Individual,Prepay,Essentials,64,0,Yes,Active,13.4,183,278,No,Yes,8,8,282.9,2,4,Credit Card,Yes,5,423.12,No,No,No,0.33,1,12.2,0.01,79,267
57,Female,Cork,Individual,Prepay,Unlimited,55,1,Yes,Active,92.6,1283,170,No,Yes,29,12,154.2,3,2,Direct Debit,Yes,5,159.91,No,Yes,Yes,0.34,3,5.6,0.92,-86,30
21,Male,Dublin,Family,Postpay,Essentials,33,24,No,Active,50.6,2846,182,No,No,2,19,34.7,2,1,Credit Card,Yes,0,219.05,No,No,No,0.29,3,27.0,0.35,61,720
42,Female,Dublin,Individual,Prepay,Freedom,55,1,Yes,Active,64.3,1690,1,Yes,Yes,14,10,188.7,0,3,Debit Card,Yes,4,235.21,Yes,No,No,0.08,3,67.2,0.04,-81,30
